symbol,address,city,zip,country,phone,website,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,auditRisk,boardRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,irWebsite,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,regularMarketVolume,averageVolume,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,fitytwoWeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,region,typeDisp,quoteSourceName,customPriceAlertConfidence,shortName,longName,postMarketChangePercent,fullExchangeName,averageDailyVolume3Month,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio
OKE,100 West Fifth Street,Tulsa,74103,United States,918 588 7000,https://www.oneok.com/,Oil & Gas Midstream,oil-gas-midstream,Energy,energy,"ONEOK, Inc. operates as a midstream service provider of gathering, processing, fractionation, transportation, storage, and marine export services in the United States. It operates in four segments: Natural Gas Gathering and Processing; Natural Gas Liquids; Natural Gas Pipelines; and Refined Products and Crude. The company owns natural gas gathering pipelines and processing plants in the Mid-Continent, Permian Basin, North Texas, Gulf Coast region, and Rocky Mountain regions; and provides midstream services to producers of NGLs. It also owns NGL gathering and distribution pipelines, fractionation, terminal and storage facilities; and transports refined products, including gasoline, diesel fuel, aviation fuel, kerosene, and heating oil. In addition, the company transports and stores natural gas through regulated interstate and intrastate natural gas transmission pipelines, and natural gas storage facilities; it owns and operates a parking garage in downtown Tulsa, Oklahoma; and leases buildings, warehouses, office space, land, and equipment, including pipeline equipment, pipeline capacity, rail cars, and information technology equipment. Further, the company transports, stores, and distributes refined products, purity NGLs, and crude oil, as well as conducts commodity-related activities, including liquids blending and marketing activities. It serves integrated and independent exploration and production companies; other NGL and natural gas gathering and processing companies; crude oil and natural gas production companies; utilities; industrial companies; natural gasoline distributors; propane distributors; municipalities; ethanol producers; petrochemical, refining, and marketing companies; and diluent users, refineries, and exporters. ONEOK, Inc. was founded in 1906 and is headquartered in Tulsa, Oklahoma.",6326.0,8.0,2.0,8.0,3.0,1772323200.0,,4.16,4.71,1769990400.0,0.7601,5.59,0.88,16.70526,15.006978,1240532.0,4482910.0,4395530.0,57022185472.0,64.02,103.64,118.07,1.05334,1.6956254,81.0586,76.3478,4.16,0.047064148,USD,88725577728.0,0.1009,627925772.0,629783634.0,26198852.0,28784189.0,1769731200.0,1772150400.0,0.0416,0.00183,0.79428,4.94,0.0469,629783634.0,35.707,2.5357072,1767139200.0,1798675200.0,1767139200.0,0.058,3392999936.0,5.42,6.03336,11422:10000,1391385600.0,2.638,12.095,,0.16888046,1.07,1769990400.0,EQUITY,90.5425,buy,20.0,78000000.0,0.124,7336000000.0,33052999680.0,0.485,0.705,33628999680.0,146.453,53.824,0.05568,0.15489,10256000000.0,725374976.0,5599000064.0,-0.015,0.295,0.30497,0.21815,0.16976999,USD,US,Equity,Nasdaq Real Time Price,HIGH,"ONEOK, Inc.","ONEOK, Inc.",,NYSE,4482910.0,NYQ,America/New_York,EDT,-14400000.0,us_market,26.522507,0.41428474,64.02 - 103.64,-13.097496,-0.12637492,-13.23737,5.42,6.03336,5.59268,16.189466,9.483902,0.117000565,14.194702,0.18592156,15.0,2.1 - Buy,False,ONEOK,2.2257
OMC,280 Park Avenue,New York,10017,United States,(212) 415-3600,https://www.omnicomgroup.com,Advertising Agencies,advertising-agencies,Communication Services,communication-services,"Omnicom Group Inc., together with its subsidiaries, offers advertising, marketing, and corporate communications services. It provides a range of services in the areas of media and advertising, precision marketing, public relations, healthcare, branding and retail commerce, experiential, execution, and support. The company's services include advertising, branding, content marketing, crisis communications, customer data analytics and data-driven decision making, customer relationship management, decision sciences, digital experience design, digital transformation, e-commerce optimization, entertainment marketing, experiential marketing, field marketing, healthcare marketing and communications, in-store design, investor relations, and marketing research.Its services also comprise media planning and buying, merchandising and point of sale, mobile marketing, multi-cultural marketing, organizational communications, package design, performance marketing, product placement, promotional marketing, public affairs, public relations, retail media and e-commerce, shopper marketing, structured innovation, studio production, social media and influencer marketing, and sports and event marketing. It operates in the North and Latin America, Europe, the Middle East and Africa (EMEA), and the Asia Pacific. The company was incorporated in 1944 and is based in New York, New York.",120000.0,8.0,9.0,1.0,5.0,1772323200.0,http://www.omnicomgroup.com/InvestorRelations,3.2,4.22,1773187200.0,0.413,3.46,0.71,,6.059232,769608.0,4787037.0,4672220.0,23924035584.0,66.33,87.17,107.0,1.375,1.3851421,77.893,76.00105,2.9,0.0382384,USD,28933607424.0,-0.00316,307862963.0,310336344.0,46725132.0,24101849.0,1769731200.0,1772150400.0,0.1506,0.00794,1.02826,7.44,0.1517,314603665.0,38.473,1.976581,1767139200.0,1798675200.0,1767139200.0,,-54500000.0,-0.27,12.55027,2:1,1182816000.0,1.675,10.358,,0.16888046,0.8,1773187200.0,EQUITY,76.045,buy,10.0,6881099776.0,22.173,2793299968.0,11268400128.0,0.72,0.93,17271900160.0,86.307,84.294,0.03767,0.00479,3207500032.0,4504287744.0,2938200064.0,,0.279,0.18571,0.16173,0.14877,USD,US,Equity,Nasdaq Real Time Price,HIGH,Omnicom Group Inc.,Omnicom Group Inc.,,NYSE,4787037.0,NYQ,America/New_York,EDT,-14400000.0,us_market,9.714996,0.14646459,66.33 - 87.17,-11.125,-0.12762418,-6.236136,-0.27,12.55027,10.57962,7.1878757,-1.8479996,-0.023724848,0.043945312,0.00057821977,15.0,2.1 - Buy,False,Omnicom,15.9708
ORCL,2300 Oracle Way,Austin,78741,United States,(737) 867-1000,https://www.oracle.com,Software - Infrastructure,software-infrastructure,Technology,technology,"Oracle Corporation offers products and services that address enterprise information technology environments worldwide. Its Oracle cloud software as a service offering include various cloud software applications, including Oracle Fusion cloud enterprise resource planning ERP, Oracle Fusion cloud enterprise performance management EPM, Oracle Fusion cloud supply chain and manufacturing management SCM, Oracle Fusion cloud human capital management HCM, and NetSuite applications suite, Oracle Health applications, as well as Oracle Fusion Sales, Service, and Marketing. The company also offers cloud-based industry solutions for various industries; Oracle cloud license and on-premise license; and Oracle license support services. In addition, it provides cloud and license business' infrastructure technologies, such as the Oracle Database and MySQL Database; Java, a software development language; and middleware, including development tools and others. The company's cloud and license business' infrastructure technologies also comprise cloud-based compute, storage, and networking capabilities; and Oracle autonomous database, as well as AI, Internet-of-Things, machine learning, digital assistant, and blockchain. Further, it provides hardware products and other hardware-related software offerings, including Oracle engineered systems, enterprise servers, storage solutions, industry-specific hardware, virtualization software, operating systems, management software, and related hardware support services, and consulting and advanced customer services. It markets and sells its cloud, license, hardware, support, and services offerings directly to businesses in various industries, government agencies, and educational institutions, as well as through indirect channels. Oracle Corporation has a strategic alliance with Metron, Inc. The company was founded in 1977 and is headquartered in Austin, Texas.",162000.0,1.0,10.0,6.0,10.0,1772323200.0,http://www.oracle.com/us/corporate/investor-relations/index.html,2.0,1.29,1775692800.0,0.35909998,1.29,1.648,27.080772,18.921877,3251520.0,26597208.0,35513340.0,433822531584.0,118.86,345.72,345.72,0.040123,6.7704372,164.1242,220.1792,2.0,0.012860082,USD,575825641472.0,0.25298,1708975294.0,2876046000.0,31499783.0,34761104.0,1769731200.0,1772150400.0,0.011,0.40549,0.44312,1.03,0.0184,2876046000.0,11.666,12.929873,1748649600.0,1780185600.0,1772236800.0,0.267,16188000256.0,5.57,7.97172,2:1,971395200.0,8.987,20.984,,0.16888046,0.5,1767916800.0,EQUITY,150.8399,buy,39.0,39132000256.0,13.606,27441000448.0,162164998144.0,1.224,1.347,64076001280.0,415.265,22.538,0.06335,0.57572,42985000960.0,-22298499072.0,23513999360.0,0.245,0.217,0.67084,0.42826,0.32676,USD,US,Equity,Nasdaq Real Time Price,HIGH,Oracle Corporation,Oracle Corporation,,NYSE,26597208.0,NYQ,America/New_York,EDT,-14400000.0,us_market,31.979904,0.26905522,118.86 - 345.72,-194.8801,-0.56369346,0.4401207,5.57,7.97172,7.44902,20.249632,-13.284302,-0.08094054,-69.339294,-0.3149221,15.0,1.6 - Buy,False,Oracle,0.9837
ORLY,233 South Patterson Avenue,Springfield,65802-2298,United States,417 862 6708,https://www.oreillyauto.com,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,"O'Reilly Automotive, Inc., together with its subsidiaries, operates as a retailer and supplier of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States, Puerto Rico, Mexico, and Canada. The company offers new and remanufactured automotive hard parts and maintenance items, such as alternators, batteries, brake system components, belts, chassis parts, driveline parts, engine parts, fuel pumps, hoses, starters, temperature control, water pumps, antifreeze, appearance products, engine additives, filters, fluids, lighting products, and oil and wiper blades; and accessories, including floor mats, seat covers, and truck accessories. It also provides auto body paint and related materials, automotive tools, and professional service provider service equipment. In addition, the company offers enhanced services and programs consisting of used oil, oil filter, and battery recycling; battery, wiper, and bulb replacement; battery diagnostic testing; electrical and module testing; check engine light code extraction; loaner tool program; referrals to trusted local repair shops; drum and rotor resurfacing; custom hydraulic hoses; and professional paint shop mixing and related materials. It offers its products to do-it-yourself and professional service providers for domestic and imported automobiles, vans, and trucks. It offers its products under the BesTest, BrakeBest, Cartek, Import Direct, MasterPro, MicroGard, Murray, Omnispark, O'Reilly Auto Parts, Precision, PowerTorque, SuperStart, Syntec, and Ultima brand names. O'Reilly Automotive, Inc. was founded in 1957 and is headquartered in Springfield, Missouri.",93072.0,9.0,8.0,7.0,8.0,1772323200.0,http://corporate.oreillyauto.com/corporate/WhoWeAre.do,,,,0.0,,0.599,29.816498,24.785189,1161416.0,5910032.0,5346710.0,74749632512.0,86.788,108.72,108.72,0.152083,4.2036705,94.6046,96.98995,0.0,0.0,USD,82009104384.0,0.14274,830840032.0,838487034.0,14197941.0,13445813.0,1769731200.0,1772150400.0,0.016900001,0.00775,0.888,2.13,0.0171,844104092.0,-0.907,-97.63506,1767139200.0,1798675200.0,1767139200.0,0.098,2538209024.0,2.97,3.5729,15:1,1749513600.0,4.612,20.648,,0.16888046,,,EQUITY,88.555,buy,25.0,193792992.0,0.231,3971842048.0,8491499008.0,0.085,0.769,17781991424.0,,20.884,0.13762,,9174140928.0,1031664512.0,2761992960.0,0.139,0.078,0.51592,0.22336,0.18771,USD,US,Equity,Nasdaq Real Time Price,HIGH,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",,NasdaqGS,5910032.0,NMS,America/New_York,EDT,-14400000.0,us_market,1.7669983,0.020359937,86.788 - 108.72,-20.165,-0.18547647,-1.7392397,2.97,3.5729,3.2241,27.46658,-6.0495987,-0.063946135,-8.434952,-0.086967275,15.0,1.7 - Buy,False,O'Reilly Automotive,
OTIS,One Carrier Place,Farmington,06032,United States,860 674 3000,https://www.otis.com,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,"Otis Worldwide Corporation engages in manufacturing, installation, and servicing of elevators and escalators in the United States, China, and internationally. The company operates in two segments, New Equipment and Service. The New Equipment segment designs, manufactures, sells, and installs a range of passenger and freight elevators, as well as escalators and moving walkways for residential and commercial buildings, and infrastructure projects. This segment serves real-estate and building developers, and general contractors. It sells its products directly to customers, as well as through agents and distributors. The Service segment performs maintenance and repair services, as well as modernization services to upgrade elevators and escalators. Otis Worldwide Corporation was founded in 1853 and is headquartered in Farmington, Connecticut.",72000.0,2.0,3.0,4.0,8.0,1772323200.0,,1.68,2.09,1770940800.0,0.4714,1.44,0.986,22.897142,16.578918,454385.0,3520600.0,3570240.0,31231827968.0,78.245,105.95,106.828,38.0,2.164218,89.1444,90.4511,1.65,0.020565871,USD,38723067904.0,0.0959,388021076.0,388720773.0,10954129.0,9883220.0,1769731200.0,1772150400.0,0.028199999,0.00127,0.93595004,2.43,0.032,389715852.0,-13.833,-5.7933927,1767139200.0,1798675200.0,1767139200.0,0.11,1384000000.0,3.5,4.83385,,,2.683,15.18,,0.16888046,0.42,1770940800.0,EQUITY,80.14,buy,14.0,1096000000.0,2.82,2551000064.0,8511000064.0,0.726,0.849,14430999552.0,,36.739,0.13519,,4414000128.0,1594499968.0,1596000000.0,0.135,0.033,0.30587,0.17677,0.15648,USD,US,Equity,Nasdaq Real Time Price,HIGH,Otis Worldwide Corporation,Otis Worldwide Corporation,,NYSE,3520600.0,NYQ,America/New_York,EDT,-14400000.0,us_market,1.8949966,0.024218757,78.245 - 105.95,-25.809998,-0.24360546,-22.408855,3.5,4.83385,4.35685,18.394022,-9.004402,-0.101009175,-10.311104,-0.11399644,15.0,2.5 - Buy,False,Otis Worldwide,1.9885
OXY,5 Greenway Plaza,Houston,77046-0521,United States,713 215 7000,https://www.oxy.com,Oil & Gas E&P,oil-gas-e-p,Energy,energy,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States and internationally. It operates through Oil and Gas and Midstream and Marketing. The Oil and Gas segment explores for, develops, and produces oil and condensate, natural gas liquids (NGLs), and natural gas. This segment also optimizes its transportation and storage capacity and invests in entities. The Midstream and Marketing segment purchases, markets, gathers, processes, transports and stores oil, condensate, NGLs, natural gas, carbon dioxide, and power. Occidental Petroleum Corporation was founded in 1920 and is headquartered in Houston, Texas.",10412.0,7.0,2.0,1.0,1.0,1772323200.0,http://www.oxy.com/InvestorRelations/Pages/default.aspx,1.04,1.75,1773100800.0,0.7111,1.07,0.351,44.748146,24.982218,3646418.0,14203371.0,22705870.0,59580366848.0,34.78,60.86,112.94586,7.005824,2.7592444,48.3916,44.6923,0.96,0.01611279,USD,88995766272.0,0.10772,982390628.0,986266656.0,28846904.0,36923871.0,1769731200.0,1772150400.0,0.0292,0.27166998,0.51815,2.29,0.0454,986266656.0,28.14,2.1467662,1767139200.0,1798675200.0,1767139200.0,,1350000000.0,1.35,2.41812,10000:9983,1456358400.0,4.122,7.907,,0.16888046,0.26,1773100800.0,EQUITY,60.41,hold,25.0,1968000000.0,1.995,11255000064.0,23350999040.0,0.56,0.936,21592999936.0,63.804,22.135,0.02743,0.05929,15075999744.0,2053874944.0,10531999744.0,,1.489,0.69819,0.52123,0.10309,USD,US,Equity,Nasdaq Real Time Price,HIGH,Occidental Petroleum Corporatio,Occidental Petroleum Corporation,,NYSE,14203371.0,NYQ,America/New_York,EDT,-14400000.0,us_market,25.630001,0.73691785,34.78 - 60.86,-0.45000076,-0.0073940316,21.777225,1.35,2.41812,2.15034,28.093231,12.018398,0.2483571,15.717701,0.351687,15.0,2.7 - Hold,False,Occidental Petroleum,3.3968
PAYC,7501 West Memorial Road,Oklahoma City,73142,United States,405 722 6900,https://www.paycom.com,Software - Application,software-application,Technology,technology,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States. The company offers functionality and data analytics that businesses need to manage the employment life cycle from recruitment to retirement. The company's HCM solution offers payroll applications comprising better employee transaction interface, payroll and payroll tax management, payroll card, Everyday, Paycom pay, Client Action Center, expense management, garnishment administration, and GL concierge applications; talent acquisition, including applicant tracking, background checks, on-boarding, e-verify, and tax credit services; and talent management applications that include employee self-service, compensation budgeting, performance management, position management, Paycom learning, certification management. The company also offers time and labor management, such as time and attendance, scheduling, time-off requests, and labor allocation solutions. Its HCM solution provides manager on-the-go that gives supervisors and managers the ability to perform a variety of tasks, such as approving time-off requests and expense reimbursements; direct data exchange; ask here, a tool for direct line of communication to ask work-related questions; document and checklist; government and compliance; benefits administration; COBRA administration; personnel action and performance discussion forms; Paycom surveys; retirement reporting; report center; and affordable care act applications, as well as Clue, which securely collects, tracks, and manages the vaccination and testing data of the workforce; and MyCom is a communications tool that provides organizations with a central place to share information with employees. Paycom Software, Inc. was founded in 1998 and is based in Oklahoma City, Oklahoma.",5770.0,1.0,10.0,9.0,9.0,1772323200.0,,1.5,1.21,1773014400.0,0.1856,,0.812,15.183787,10.739243,97310.0,1632561.0,1634260.0,6736157184.0,104.9,267.76,558.97,12.28,3.2832077,135.1888,188.6374,1.5,0.012082159,USD,6320245248.0,0.22099,46368138.0,53161058.0,4159966.0,3392894.0,1769731200.0,1772150400.0,0.0783,0.12553,0.98388,1.74,0.1017,54906118.0,32.364,3.7907863,1767139200.0,1798675200.0,1767139200.0,0.002,453400000.0,8.08,11.42399,,,3.08,9.961,,0.16888046,0.375,1773014400.0,EQUITY,122.685,buy,17.0,370000000.0,6.96,634499968.0,90300000.0,0.092,1.088,2051699968.0,5.215,36.769,0.05268,0.27417,1788700032.0,260975008.0,678899968.0,0.021,0.102,0.87181,0.30926,0.28863,USD,US,Equity,Nasdaq Real Time Price,HIGH,"Paycom Software, Inc.","Paycom Software, Inc.",,NYSE,1632561.0,NYQ,America/New_York,EDT,-14400000.0,us_market,17.784996,0.16954239,104.9 - 267.76,-145.07501,-0.54180986,-42.97297,8.08,11.42399,10.33518,11.87062,-12.503799,-0.09249139,-65.95241,-0.3496253,15.0,2.4 - Buy,False,Paycom Software,1.1121
PAYX,911 Panorama Trail South,Rochester,14625-2396,United States,585 385 6666,https://www.paychex.com,Software - Application,software-application,Technology,technology,"Paychex, Inc., together with its subsidiaries, provides human capital management solutions (HCM) for payroll, employee benefits, human resources (HR), and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services. The company provides retirement solutions, such as plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services; HCM solutions from recruiting and hiring to retirement; and talent management and talent acquisition services. In addition, it offers payroll solutions, including calculation, preparation, and delivery of employee payroll checks; production of internal accounting records and management reports; preparation of federal, state, and local payroll tax returns; and collection and remittance of clients' payroll obligations. Further, the company provides workforce management solutions; benefits administration solutions; digital marketplace for earned wages, financial wellness solutions, and voluntary lifestyle benefits; HR support to non-payroll clients through HR Partner Plus solution; and insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. Additionally, it offers payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and both virtual and on-site availability of a professionally trained HR representative, and other solutions to businesses. It markets and sells its services primarily through its direct sales force. The company was founded in 1971 and is headquartered in Rochester, New York.",19000.0,1.0,7.0,2.0,3.0,1772323200.0,http://investor.paychex.com/,4.32,4.71,1769558400.0,0.9548,2.73,0.889,20.701357,15.489336,441765.0,3603079.0,3676380.0,32845522944.0,86.89,161.24,161.24,0.134397,5.443498,99.705,123.0842,4.22,0.04601461,USD,36434604032.0,0.26446,321731756.0,358967450.0,19945763.0,17313086.0,1769731200.0,1772150400.0,0.0556,0.10357001,0.84568,4.39,0.0622,358967450.0,10.809,8.465168,1748649600.0,1780185600.0,1764460800.0,-0.044,1595699968.0,4.42,5.90729,3:2,959040000.0,6.038,12.706,,0.16888046,1.08,1769558400.0,EQUITY,91.5,hold,15.0,1523200000.0,4.243,2867399936.0,5036899840.0,0.505,1.265,6033900032.0,129.814,16.761,0.116359994,0.40884998,4426599936.0,2057250048.0,2223099904.0,-0.035,0.183,0.73362,0.47522,0.41667,USD,US,Equity,Nasdaq Real Time Price,HIGH,"Paychex, Inc.","Paychex, Inc.",,NasdaqGS,3603079.0,NMS,America/New_York,EDT,-14400000.0,us_market,4.6100006,0.053055596,86.89 - 161.24,-69.740005,-0.43252295,-36.62425,4.42,5.90729,5.4874,16.674562,-8.205002,-0.08229278,-31.584198,-0.25660643,15.0,3.3 - Hold,False,Paychex,1.7416
PBCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,US,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
PCAR,777 - 106th Avenue N.E.,Bellevue,98004,United States,425 468 7400,https://www.paccar.com,Farm & Heavy Construction Machinery,farm-heavy-construction-machinery,Industrials,industrials,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Canada, Australia, Mexico, Europe, Central and South America, and internationally. It operates through three segments: Truck, Parts, and Financial Services. The Truck segment designs, manufactures, and distributes trucks for the over-the-road and off-highway hauling of commercial and consumer goods; and diesel engine products. It sells its trucks through a network of independent dealers under the Kenworth, Peterbilt, and DAF nameplates. The Parts segment distributes aftermarket parts for trucks and related commercial vehicles. The Financial Services segment conducts full-service leasing operations under the PacLease trade name, as well as provides finance and leasing products and services to customers and dealers. This segment offers equipment financing and administrative support services for its franchisees; retail loan and leasing services for small, medium, and large commercial trucking companies, as well as independent owners/operators and other businesses; and truck inventory financing services to independent dealers. In addition, this segment offers loans and leases directly to customers for the acquisition of trucks and related equipment; and operates its own full-service lease outlets. The company manufactures and markets industrial winches under the Braden, Carco, and Gearmatic nameplates. PACCAR Inc was founded in 1905 and is headquartered in Bellevue, Washington.",25900.0,2.0,9.0,5.0,6.0,1772323200.0,http://www.paccar.com/investors/investor_resources.asp,1.32,1.17,1770768000.0,0.2927,1.3,1.046,25.008867,16.685528,592603.0,3104398.0,2611480.0,59315634176.0,84.65,131.88,131.88,0.621025,2.0852892,122.4762,105.40915,1.32,0.011696943,USD,65877889024.0,0.08352,515576394.0,525894443.0,11894284.0,13354233.0,1769731200.0,1772150400.0,0.0226,0.0186,0.75327003,3.2,0.026199998,525894443.0,36.665,3.0762308,1767139200.0,1798675200.0,1767139200.0,-0.361,2375800064.0,4.51,6.75975,3:2,1675814400.0,2.316,19.246,,0.16888046,0.33,1770768000.0,EQUITY,112.79,buy,17.0,9253699584.0,17.596,3423000064.0,15784399872.0,1.937,2.168,28444798976.0,81.937,54.088,0.043670002,0.12922,3983800064.0,2840000000.0,4415799808.0,-0.359,-0.137,0.14005,0.120340005,0.092089996,USD,US,Equity,Nasdaq Real Time Price,HIGH,PACCAR Inc.,PACCAR Inc,,NasdaqGS,3104398.0,NMS,America/New_York,EDT,-14400000.0,us_market,28.14,0.33242762,84.65 - 131.88,-19.090004,-0.14475283,18.103182,4.51,6.75975,5.59445,20.161053,-9.686195,-0.07908635,7.3808517,0.07002098,15.0,2.4 - Buy,False,PACCAR,1.1295
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,USD,US,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
PEG,80 Park Plaza,Newark,07102,United States,973 430 7000,https://investor.pseg.com,Utilities - Regulated Electric,utilities-regulated-electric,Utilities,utilities,"Public Service Enterprise Group Incorporated, through its subsidiaries, operates in electric and gas utility, and nuclear generation businesses in the United States. It operates through PSE&G and PSEG Power segments. The PSE&G segment transmits electricity; distributes electricity and natural gas to residential, commercial, and industrial customers; and appliance services and repairs to customers through its service territory, as well as invests in solar generation projects, and energy efficiency and related programs. The PSEG Power segment engages in nuclear generation businesses; and supplies power and natural gas to nuclear power plants. As of December 31, 2025, it had electric transmission and distribution system of 25,000 circuit miles and 871,000 poles; 58 switching stations with an installed capacity of 40,000 megavolt-amperes (MVA), and 238 substations with an installed capacity of 10,890 MVA; four electric distribution headquarters and five electric sub-headquarters; 18,000 miles of gas mains, 12 gas distribution headquarters, two sub-headquarters, and two meter shop, as well as 54 natural gas metering and regulating stations; and 158 MegaWatts defined conditions of installed PV solar capacity. The company was founded in 1903 and is based in Newark, New Jersey.",13189.0,3.0,5.0,6.0,2.0,1772323200.0,http://www.pseg.com/info/investors/index.jsp,2.68,3.24,1773100800.0,0.59720004,3.23,0.582,19.632702,17.583887,511682.0,2810949.0,2519040.0,41354907648.0,74.67,91.26,95.22,5.166667,3.3986611,82.2728,82.4828,2.52,0.030442135,USD,65383690240.0,0.17349,497458148.0,498739910.0,7438492.0,8346715.0,1769731200.0,1772150400.0,0.0149,0.0013,0.77513003,2.58,0.0194,499153976.0,34.1,2.4296188,1767139200.0,1798675200.0,1767139200.0,0.101,2111000064.0,4.22,4.7117,2:1,1202169600.0,5.373,14.517,,0.16888046,0.67,1773100800.0,EQUITY,82.85,buy,17.0,132000000.0,0.265,4504000000.0,24230000640.0,0.489,0.801,12167999488.0,142.68,24.385,0.03392,0.12757,4236999936.0,-105000000.0,3297999872.0,0.105,0.183,0.34820998,0.37015,0.18079,USD,US,Equity,Nasdaq Real Time Price,HIGH,Public Service Enterprise Group,Public Service Enterprise Group Incorporated,,NYSE,2810949.0,NYQ,America/New_York,EDT,-14400000.0,us_market,8.18,0.10954869,74.67 - 91.26,-8.410004,-0.092154324,1.4822841,4.22,4.7117,4.36502,18.98044,0.57720184,0.007015707,0.36719513,0.004451778,15.0,2.1 - Buy,False,,2.5011
